Taxon	Taxon	Taxon	barcode03	barcode03	barcode03	barcode15	barcode15	barcode15	barcode50	barcode50	barcode50	barcode62	barcode62	barcode62	barcode74	barcode74	barcode74	stringent_demultiplex_barcode03	stringent_demultiplex_barcode03	stringent_demultiplex_barcode03	stringent_demultiplex_barcode15	stringent_demultiplex_barcode15	stringent_demultiplex_barcode15	stringent_demultiplex_barcode50	stringent_demultiplex_barcode50	stringent_demultiplex_barcode50	stringent_demultiplex_barcode62	stringent_demultiplex_barcode62	stringent_demultiplex_barcode62	stringent_demultiplex_barcode74	stringent_demultiplex_barcode74	stringent_demultiplex_barcode74
Petrimonas	307628	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	0.0	18.0	7.0	0.0	20.857142857142858	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	0.0	18.0	7.0	0.0	20.857142857142858
Petrimonas mucosa	1642646	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	6.0	18.0	7.0	7.0	20.857142857142858	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	6.0	18.0	7.0	7.0	20.857142857142858
Paludibacteraceae	2005523	family	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	53.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	53.5	0.0	0.0	-inf	0.0	0.0	-inf
Paludibacter	346096	genus	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	53.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	53.5	0.0	0.0	-inf	0.0	0.0	-inf
Paludibacter propionicigenes	185300	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	53.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	53.5	0.0	0.0	-inf	0.0	0.0	-inf
Paludibacter propionicigenes WB4	694427	strain	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	53.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	53.5	0.0	0.0	-inf	0.0	0.0	-inf
Tannerellaceae	2005525	family	0.0	0.0	-inf	9.0	0.0	51.22222222222222	12.0	0.0	67.41666666666667	10.0	0.0	58.4	2.0	0.0	57.5	0.0	0.0	-inf	9.0	0.0	51.22222222222222	12.0	0.0	67.41666666666667	10.0	0.0	58.4	2.0	0.0	57.5
Tannerella	195950	genus	0.0	0.0	-inf	2.0	0.0	28.0	12.0	0.0	67.41666666666667	2.0	0.0	71.5	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	28.0	12.0	0.0	67.41666666666667	2.0	0.0	71.5	0.0	0.0	-inf
Tannerella forsythia	28112	species	0.0	0.0	-inf	2.0	0.0	28.0	12.0	4.0	67.41666666666667	2.0	0.0	71.5	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	28.0	12.0	4.0	67.41666666666667	2.0	0.0	71.5	0.0	0.0	-inf
Tannerella forsythia 3313	1307832	strain	0.0	0.0	-inf	2.0	2.0	28.0	8.0	8.0	72.25	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	28.0	8.0	8.0	72.25	0.0	0.0	-inf	0.0	0.0	-inf
Tannerella forsythia KS16	1307833	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	71.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	71.5	0.0	0.0	-inf
Parabacteroides	375288	genus	0.0	0.0	-inf	7.0	3.0	57.85714285714285	0.0	0.0	-inf	8.0	0.0	55.125	2.0	0.0	57.5	0.0	0.0	-inf	7.0	3.0	57.85714285714285	0.0	0.0	-inf	8.0	0.0	55.125	2.0	0.0	57.5
Parabacteroides distasonis	823	species	0.0	0.0	-inf	1.0	1.0	44.0	0.0	0.0	-inf	7.0	6.0	54.42857142857143	1.0	1.0	65.0	0.0	0.0	-inf	1.0	1.0	44.0	0.0	0.0	-inf	7.0	6.0	54.42857142857143	1.0	1.0	65.0
Parabacteroides distasonis ATCC 8503	435591	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	31.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	31.0	0.0	0.0	-inf
Parabacteroides merdae	46503	species	0.0	0.0	-inf	1.0	1.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	50.0	0.0	0.0	-inf	1.0	1.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	50.0
Parabacteroides goldsteinii	328812	species	0.0	0.0	-inf	2.0	2.0	50.0	0.0	0.0	-inf	1.0	1.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	50.0	0.0	0.0	-inf	1.0	1.0	60.0	0.0	0.0	-inf
Marinilabiliales	1970189	order	0.0	0.0	-inf	4.0	0.0	48.75	0.0	0.0	-inf	6.0	0.0	27.83333333333333	1.0	0.0	27.0	0.0	0.0	-inf	4.0	0.0	48.75	0.0	0.0	-inf	6.0	0.0	27.83333333333333	1.0	0.0	27.0
Marinilabiliaceae	558415	family	0.0	0.0	-inf	4.0	0.0	48.75	0.0	0.0	-inf	6.0	0.0	27.83333333333333	1.0	0.0	27.0	0.0	0.0	-inf	4.0	0.0	48.75	0.0	0.0	-inf	6.0	0.0	27.83333333333333	1.0	0.0	27.0
Alkalitalea	1193324	genus	0.0	0.0	-inf	4.0	0.0	48.75	0.0	0.0	-inf	6.0	0.0	27.83333333333333	1.0	0.0	27.0	0.0	0.0	-inf	4.0	0.0	48.75	0.0	0.0	-inf	6.0	0.0	27.83333333333333	1.0	0.0	27.0
Alkalitalea saponilacus	889453	species	0.0	0.0	-inf	4.0	4.0	48.75	0.0	0.0	-inf	6.0	6.0	27.83333333333333	1.0	1.0	27.0	0.0	0.0	-inf	4.0	4.0	48.75	0.0	0.0	-inf	6.0	6.0	27.83333333333333	1.0	1.0	27.0
Cytophagia	768503	class	0.0	0.0	-inf	24.0	0.0	38.625	6.0	0.0	43.333333333333336	4.0	0.0	41.5	2.0	0.0	32.0	0.0	0.0	-inf	24.0	0.0	38.625	6.0	0.0	43.333333333333336	4.0	0.0	41.5	2.0	0.0	32.0
Cytophagales	768507	order	0.0	0.0	-inf	24.0	0.0	38.625	6.0	0.0	43.333333333333336	4.0	0.0	41.5	2.0	0.0	32.0	0.0	0.0	-inf	24.0	0.0	38.625	6.0	0.0	43.333333333333336	4.0	0.0	41.5	2.0	0.0	32.0
Cytophagaceae	89373	family	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	39.5	2.0	0.0	56.0	1.0	0.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	39.5	2.0	0.0	56.0	1.0	0.0	54.0
Runella	105	genus	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf
Runella slithyformis	106	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf
Runella slithyformis DSM 19594	761193	strain	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf
Spirosoma	107	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	27.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	27.0	0.0	0.0	-inf
Spirosoma radiotolerans	1379870	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	27.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	27.0	0.0	0.0	-inf
Fibrella	861914	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	54.0
unclassified Fibrella	2620963	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	54.0
Fibrella sp. ES10-3-2-2	1834519	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	54.0
Arcticibacterium	2173039	genus	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf
Arcticibacterium luteifluviistationis	1784714	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf
Aquirufa	2676247	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	85.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	85.0	0.0	0.0	-inf
Aquirufa nivalisilvae	2516557	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	85.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	85.0	0.0	0.0	-inf
Flammeovirgaceae	200667	family	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	26.0	1.0	0.0	26.0	1.0	0.0	10.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	26.0	1.0	0.0	26.0	1.0	0.0	10.0
Flammeovirga	59739	genus	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	26.0	1.0	0.0	26.0	1.0	0.0	10.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	26.0	1.0	0.0	26.0	1.0	0.0	10.0
Flammeovirga kamogawensis	373891	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	26.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	26.0	0.0	0.0	-inf
Flammeovirga pectinis	2494373	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	10.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	10.0
unclassified Flammeovirga	2637820	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	26.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	26.0	0.0	0.0	-inf	0.0	0.0	-inf
Flammeovirga sp. MY04	1191459	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	26.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	26.0	0.0	0.0	-inf	0.0	0.0	-inf
Cyclobacteriaceae	563798	family	0.0	0.0	-inf	2.0	0.0	45.5	3.0	0.0	51.66666666666666	1.0	0.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	45.5	3.0	0.0	51.66666666666666	1.0	0.0	28.0	0.0	0.0	-inf
Belliella	232244	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	28.0	0.0	0.0	-inf
Belliella baltica	232259	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	28.0	0.0	0.0	-inf
Belliella baltica DSM 15883	866536	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	28.0	0.0	0.0	-inf
Algoriphagus	246875	genus	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	51.66666666666666	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	51.66666666666666	0.0	0.0	-inf	0.0	0.0	-inf
Algoriphagus sanaruensis	1727163	species	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	51.66666666666666	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	51.66666666666666	0.0	0.0	-inf	0.0	0.0	-inf
Aquiflexum	280472	genus	0.0	0.0	-inf	2.0	0.0	45.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	45.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Aquiflexum balticum	280473	species	0.0	0.0	-inf	2.0	0.0	45.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	45.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Aquiflexum balticum DSM 16537	758820	strain	0.0	0.0	-inf	2.0	2.0	45.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	45.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Hymenobacteraceae	1853232	family	0.0	0.0	-inf	22.0	1.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	22.0	1.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Hymenobacter	89966	genus	0.0	0.0	-inf	1.0	0.0	27.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	27.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Hymenobacter	2615202	no_rank	0.0	0.0	-inf	1.0	0.0	27.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	27.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Hymenobacter sp. PAMC 26628	1484118	species	0.0	0.0	-inf	1.0	1.0	27.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	27.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Rufibacter	1379908	genus	0.0	0.0	-inf	20.0	0.0	38.1	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	20.0	0.0	38.1	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Rufibacter tibetensis	512763	species	0.0	0.0	-inf	12.0	12.0	36.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	12.0	12.0	36.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Rufibacter radiotolerans	1379910	species	0.0	0.0	-inf	8.0	8.0	40.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	8.0	8.0	40.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Chitinophagia	1853228	class	0.0	0.0	-inf	4.0	0.0	39.0	1.0	0.0	40.0	3.0	0.0	34.0	1.0	0.0	38.0	0.0	0.0	-inf	4.0	0.0	39.0	1.0	0.0	40.0	3.0	0.0	34.0	1.0	0.0	38.0
Chitinophagales	1853229	order	0.0	0.0	-inf	4.0	0.0	39.0	1.0	0.0	40.0	3.0	0.0	34.0	1.0	0.0	38.0	0.0	0.0	-inf	4.0	0.0	39.0	1.0	0.0	40.0	3.0	0.0	34.0	1.0	0.0	38.0
Chitinophagaceae	563835	family	0.0	0.0	-inf	4.0	0.0	39.0	1.0	0.0	40.0	3.0	0.0	34.0	1.0	0.0	38.0	0.0	0.0	-inf	4.0	0.0	39.0	1.0	0.0	40.0	3.0	0.0	34.0	1.0	0.0	38.0
Chitinophaga	79328	genus	0.0	0.0	-inf	4.0	1.0	39.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	1.0	39.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Chitinophaga pinensis	79329	species	0.0	0.0	-inf	1.0	1.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Chitinophaga caeni	2029983	species	0.0	0.0	-inf	1.0	1.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Chitinophaga	2619133	no_rank	0.0	0.0	-inf	1.0	0.0	39.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	39.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Chitinophaga sp. MD30	2033437	species	0.0	0.0	-inf	1.0	1.0	39.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	39.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Panacibacter	1874621	genus	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	40.0	0.0	0.0	-inf	1.0	0.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	40.0	0.0	0.0	-inf	1.0	0.0	38.0
Panacibacter ginsenosidivorans	1813871	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	40.0	0.0	0.0	-inf	1.0	1.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	40.0	0.0	0.0	-inf	1.0	1.0	38.0
Phnomibacter	2836216	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	34.0	0.0	0.0	-inf
Phnomibacter ginsenosidimutans	2676868	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	34.0	0.0	0.0	-inf
Chlorobi	1090	phylum	0.0	0.0	-inf	10.0	0.0	35.3	0.0	0.0	-inf	5.0	0.0	38.2	4.0	0.0	37.75	0.0	0.0	-inf	10.0	0.0	35.3	0.0	0.0	-inf	5.0	0.0	38.2	4.0	0.0	37.75
Chlorobia	191410	class	0.0	0.0	-inf	10.0	0.0	35.3	0.0	0.0	-inf	5.0	0.0	38.2	4.0	0.0	37.75	0.0	0.0	-inf	10.0	0.0	35.3	0.0	0.0	-inf	5.0	0.0	38.2	4.0	0.0	37.75
Chlorobiales	191411	order	0.0	0.0	-inf	10.0	0.0	35.3	0.0	0.0	-inf	5.0	0.0	38.2	4.0	0.0	37.75	0.0	0.0	-inf	10.0	0.0	35.3	0.0	0.0	-inf	5.0	0.0	38.2	4.0	0.0	37.75
Chlorobiaceae	191412	family	0.0	0.0	-inf	10.0	0.0	35.3	0.0	0.0	-inf	5.0	0.0	38.2	4.0	0.0	37.75	0.0	0.0	-inf	10.0	0.0	35.3	0.0	0.0	-inf	5.0	0.0	38.2	4.0	0.0	37.75
Prosthecochloris	1101	genus	0.0	0.0	-inf	8.0	0.0	32.375	0.0	0.0	-inf	5.0	0.0	38.2	3.0	0.0	32.333333333333336	0.0	0.0	-inf	8.0	0.0	32.375	0.0	0.0	-inf	5.0	0.0	38.2	3.0	0.0	32.333333333333336
unclassified Prosthecochloris	2632826	no_rank	0.0	0.0	-inf	8.0	0.0	32.375	0.0	0.0	-inf	5.0	0.0	38.2	3.0	0.0	32.333333333333336	0.0	0.0	-inf	8.0	0.0	32.375	0.0	0.0	-inf	5.0	0.0	38.2	3.0	0.0	32.333333333333336
Prosthecochloris sp. HL-130-GSB	1974213	species	0.0	0.0	-inf	8.0	8.0	32.375	0.0	0.0	-inf	5.0	5.0	38.2	3.0	3.0	32.333333333333336	0.0	0.0	-inf	8.0	8.0	32.375	0.0	0.0	-inf	5.0	5.0	38.2	3.0	3.0	32.333333333333336
Chlorobium/Pelodictyon group	274493	no_rank	0.0	0.0	-inf	2.0	0.0	47.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	54.0	0.0	0.0	-inf	2.0	0.0	47.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	54.0
Chlorobium	1091	genus	0.0	0.0	-inf	2.0	0.0	47.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	47.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Chlorobium phaeovibrioides	1094	species	0.0	0.0	-inf	2.0	0.0	47.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	47.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Chlorobium phaeovibrioides DSM 265	290318	strain	0.0	0.0	-inf	2.0	2.0	47.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	47.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pelodictyon	1099	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	54.0
Pelodictyon phaeoclathratiforme	34090	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	54.0
Pelodictyon phaeoclathratiforme BU-1	324925	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	54.0
Gemmatimonadetes	142182	phylum	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	63.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	63.5
Gemmatimonadetes	219685	class	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	63.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	63.5
Gemmatimonadales	219686	order	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	63.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	63.5
Gemmatimonadaceae	219687	family	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	63.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	63.5
Gemmatimonas	173479	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	1.0	63.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	1.0	63.5
Gemmatimonas phototrophica	1379270	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	63.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	63.0
Terrabacteria group	1783272	no_rank	27949.0	1.0	77.45826326523307	113330.0	3.0	83.14200123533045	930.0	0.0	68.38172043010752	12463.0	3.0	72.3937254272647	4600.0	0.0	72.50326086956522	27938.0	1.0	77.45626029064356	113317.0	3.0	83.14239699250776	929.0	0.0	68.3756727664155	12458.0	3.0	72.39829828222828	4596.0	0.0	72.51544821583985
Firmicutes	1239	phylum	27943.0	9.0	77.4620477400422	112909.0	27.0	83.22725380616248	435.0	2.0	55.62068965517241	12172.0	15.0	72.76487019388759	4523.0	5.0	72.76829537917311	27932.0	9.0	77.46004582557639	112896.0	27.0	83.22766085600908	434.0	2.0	55.57834101382488	12168.0	15.0	72.77005259697566	4519.0	5.0	72.78092498340341
unclassified Firmicutes sensu stricto	84086	no_rank	0.0	0.0	-inf	1.0	0.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
endosymbiont 'TC1' of Trimyema compressum	243899	species	0.0	0.0	-inf	1.0	1.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bacilli	91061	class	4716.0	3.0	40.01908396946563	31141.0	0.0	87.11017629491667	363.0	0.0	54.0275482093664	593.0	0.0	55.453625632377744	195.0	0.0	57.86153846153846	4716.0	3.0	40.01908396946563	31136.0	0.0	87.11054727646453	363.0	0.0	54.0275482093664	593.0	0.0	55.453625632377744	193.0	0.0	57.829015544041454
Bacillales	1385	order	73.0	0.0	54.64383561643836	78.0	0.0	57.56410256410256	93.0	1.0	48.89247311827957	398.0	0.0	47.768844221105525	85.0	0.0	36.54117647058823	73.0	0.0	54.64383561643836	78.0	0.0	57.56410256410256	93.0	1.0	48.89247311827957	398.0	0.0	47.768844221105525	84.0	0.0	36.51190476190476
Staphylococcaceae	90964	family	10.0	0.0	40.8	6.0	0.0	67.5	5.0	0.0	42.4	118.0	0.0	75.44915254237289	9.0	0.0	43.11111111111112	10.0	0.0	40.8	6.0	0.0	67.5	5.0	0.0	42.4	118.0	0.0	75.44915254237289	9.0	0.0	43.11111111111112
Staphylococcus	1279	genus	10.0	0.0	40.8	6.0	0.0	67.5	5.0	0.0	42.4	118.0	0.0	75.44915254237289	9.0	0.0	43.11111111111112	10.0	0.0	40.8	6.0	0.0	67.5	5.0	0.0	42.4	118.0	0.0	75.44915254237289	9.0	0.0	43.11111111111112
