Taxon	Taxon	Taxon	barcode02	barcode02	barcode02	barcode14	barcode14	barcode14	barcode26	barcode26	barcode26	barcode38	barcode38	barcode38	stringent_demultiplex_barcode02	stringent_demultiplex_barcode02	stringent_demultiplex_barcode02	stringent_demultiplex_barcode14	stringent_demultiplex_barcode14	stringent_demultiplex_barcode14	stringent_demultiplex_barcode26	stringent_demultiplex_barcode26	stringent_demultiplex_barcode26	stringent_demultiplex_barcode38	stringent_demultiplex_barcode38	stringent_demultiplex_barcode38
Labilibaculum antarcticum	1717717	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	65.0	1.0	1.0	52.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	65.0	1.0	1.0	52.0
Cytophagia	768503	class	7.0	0.0	43.0	25.0	0.0	38.16	21.0	0.0	38.71428571428572	38.0	0.0	43.42105263157895	7.0	0.0	43.0	25.0	0.0	38.16	21.0	0.0	38.71428571428572	38.0	0.0	43.42105263157895
Cytophagales	768507	order	7.0	0.0	43.0	25.0	0.0	38.16	21.0	0.0	38.71428571428572	38.0	0.0	43.42105263157895	7.0	0.0	43.0	25.0	0.0	38.16	21.0	0.0	38.71428571428572	38.0	0.0	43.42105263157895
Cytophagaceae	89373	family	4.0	0.0	43.25	5.0	0.0	36.8	3.0	0.0	46.0	10.0	0.0	55.0	4.0	0.0	43.25	5.0	0.0	36.8	3.0	0.0	46.0	10.0	0.0	55.0
Runella	105	genus	0.0	0.0	-inf	1.0	0.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf
Runella slithyformis	106	species	0.0	0.0	-inf	1.0	0.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf
Runella slithyformis DSM 19594	761193	strain	0.0	0.0	-inf	1.0	1.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf
Spirosoma	107	genus	0.0	0.0	-inf	1.0	0.0	23.0	0.0	0.0	-inf	3.0	1.0	41.66666666666666	0.0	0.0	-inf	1.0	0.0	23.0	0.0	0.0	-inf	3.0	1.0	41.66666666666666
unclassified Spirosoma	2621999	no_rank	0.0	0.0	-inf	1.0	0.0	23.0	0.0	0.0	-inf	2.0	0.0	38.0	0.0	0.0	-inf	1.0	0.0	23.0	0.0	0.0	-inf	2.0	0.0	38.0
Spirosoma sp. KCTC 42546	2520506	species	0.0	0.0	-inf	1.0	1.0	23.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	23.0	0.0	0.0	-inf	0.0	0.0	-inf
Spirosoma sp. CJU-R4	2728024	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	26.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	26.0
Spirosoma sp. KUDC1026	2745947	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	50.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	50.0
Cytophaga	978	genus	0.0	0.0	-inf	2.0	0.0	47.0	1.0	0.0	42.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	47.0	1.0	0.0	42.0	0.0	0.0	-inf
Cytophaga hutchinsonii	985	species	0.0	0.0	-inf	2.0	0.0	47.0	1.0	0.0	42.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	47.0	1.0	0.0	42.0	0.0	0.0	-inf
Cytophaga hutchinsonii ATCC 33406	269798	strain	0.0	0.0	-inf	2.0	2.0	47.0	1.0	1.0	42.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	47.0	1.0	1.0	42.0	0.0	0.0	-inf
Dyadobacter	120831	genus	1.0	0.0	40.0	0.0	0.0	-inf	2.0	0.0	48.0	0.0	0.0	-inf	1.0	0.0	40.0	0.0	0.0	-inf	2.0	0.0	48.0	0.0	0.0	-inf
Dyadobacter fermentans	94254	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	48.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	48.0	0.0	0.0	-inf
Dyadobacter fermentans DSM 18053	471854	strain	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	48.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	48.0	0.0	0.0	-inf
unclassified Dyadobacter	2625061	no_rank	1.0	0.0	40.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	40.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Dyadobacter sp. Q3-56	2747268	species	1.0	1.0	40.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	40.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Leadbetterella	319458	genus	0.0	0.0	-inf	1.0	0.0	29.0	0.0	0.0	-inf	2.0	0.0	78.0	0.0	0.0	-inf	1.0	0.0	29.0	0.0	0.0	-inf	2.0	0.0	78.0
Leadbetterella byssophila	316068	species	0.0	0.0	-inf	1.0	0.0	29.0	0.0	0.0	-inf	2.0	0.0	78.0	0.0	0.0	-inf	1.0	0.0	29.0	0.0	0.0	-inf	2.0	0.0	78.0
Leadbetterella byssophila DSM 17132	649349	strain	0.0	0.0	-inf	1.0	1.0	29.0	0.0	0.0	-inf	2.0	2.0	78.0	0.0	0.0	-inf	1.0	1.0	29.0	0.0	0.0	-inf	2.0	2.0	78.0
Rhodocytophaga	455076	genus	3.0	0.0	44.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	11.0	3.0	0.0	44.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	11.0
Rhodocytophaga rosea	2704465	species	3.0	3.0	44.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	11.0	3.0	3.0	44.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	11.0
Aquirufa	2676247	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	0.0	64.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	0.0	64.5
Aquirufa nivalisilvae	2516557	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	64.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	64.5
Flammeovirgaceae	200667	family	0.0	0.0	-inf	3.0	0.0	41.333333333333336	1.0	0.0	18.0	1.0	0.0	31.0	0.0	0.0	-inf	3.0	0.0	41.333333333333336	1.0	0.0	18.0	1.0	0.0	31.0
Flammeovirga	59739	genus	0.0	0.0	-inf	3.0	0.0	41.333333333333336	1.0	0.0	18.0	1.0	0.0	31.0	0.0	0.0	-inf	3.0	0.0	41.333333333333336	1.0	0.0	18.0	1.0	0.0	31.0
unclassified Flammeovirga	2637820	no_rank	0.0	0.0	-inf	3.0	0.0	41.333333333333336	1.0	0.0	18.0	1.0	0.0	31.0	0.0	0.0	-inf	3.0	0.0	41.333333333333336	1.0	0.0	18.0	1.0	0.0	31.0
Flammeovirga sp. MY04	1191459	species	0.0	0.0	-inf	3.0	3.0	41.333333333333336	1.0	1.0	18.0	1.0	1.0	31.0	0.0	0.0	-inf	3.0	3.0	41.333333333333336	1.0	1.0	18.0	1.0	1.0	31.0
Cyclobacteriaceae	563798	family	1.0	0.0	35.0	3.0	0.0	27.33333333333333	5.0	0.0	41.4	6.0	0.0	48.66666666666666	1.0	0.0	35.0	3.0	0.0	27.33333333333333	5.0	0.0	41.4	6.0	0.0	48.66666666666666
Cyclobacterium	68288	genus	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	37.0	1.0	0.0	49.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	37.0	1.0	0.0	49.0
Cyclobacterium amurskyense	320787	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	49.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	49.0
Algoriphagus	246875	genus	1.0	0.0	35.0	3.0	0.0	27.33333333333333	1.0	0.0	36.0	0.0	0.0	-inf	1.0	0.0	35.0	3.0	0.0	27.33333333333333	1.0	0.0	36.0	0.0	0.0	-inf
Algoriphagus machipongonensis	388413	species	1.0	1.0	35.0	2.0	2.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	35.0	2.0	2.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf
Algoriphagus sanaruensis	1727163	species	0.0	0.0	-inf	1.0	1.0	22.0	1.0	1.0	36.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	22.0	1.0	1.0	36.0	0.0	0.0	-inf
Echinicola	390846	genus	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	44.66666666666666	5.0	0.0	48.6	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	44.66666666666666	5.0	0.0	48.6
Echinicola vietnamensis	390884	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	26.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	26.0
Echinicola vietnamensis DSM 17526	926556	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	26.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	26.0
Echinicola rosea	1807691	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	54.25	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	54.25
unclassified Echinicola	2621165	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	44.66666666666666	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	44.66666666666666	0.0	0.0	-inf
Echinicola sp. LN3S3	2591634	species	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	44.66666666666666	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	44.66666666666666	0.0	0.0	-inf
Amoebophilaceae	1501348	family	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	30.0
Candidatus Cardinium	273135	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	30.0
Candidatus Cardinium hertigii	247481	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	30.0
Hymenobacteraceae	1853232	family	2.0	0.0	46.5	14.0	0.0	40.285714285714285	12.0	0.0	37.5	11.0	2.0	37.09090909090909	2.0	0.0	46.5	14.0	0.0	40.285714285714285	12.0	0.0	37.5	11.0	2.0	37.09090909090909
Hymenobacter	89966	genus	1.0	0.0	44.0	5.0	0.0	36.0	4.0	1.0	38.0	4.0	0.0	28.25	1.0	0.0	44.0	5.0	0.0	36.0	4.0	1.0	38.0	4.0	0.0	28.25
Hymenobacter radiodurans	2496028	species	0.0	0.0	-inf	1.0	1.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Hymenobacter	2615202	no_rank	1.0	0.0	44.0	4.0	0.0	33.5	3.0	0.0	30.0	4.0	0.0	28.25	1.0	0.0	44.0	4.0	0.0	33.5	3.0	0.0	30.0	4.0	0.0	28.25
Hymenobacter sp. APR13	1356852	species	0.0	0.0	-inf	3.0	3.0	37.333333333333336	0.0	0.0	-inf	1.0	1.0	21.0	0.0	0.0	-inf	3.0	3.0	37.333333333333336	0.0	0.0	-inf	1.0	1.0	21.0
Hymenobacter sp. DG25B	1385664	species	0.0	0.0	-inf	1.0	1.0	22.0	0.0	0.0	-inf	2.0	2.0	32.0	0.0	0.0	-inf	1.0	1.0	22.0	0.0	0.0	-inf	2.0	2.0	32.0
Hymenobacter sp. PAMC 26554	1484116	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	28.0
Hymenobacter sp. PAMC 26628	1484118	species	1.0	1.0	44.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	44.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Hymenobacter sp. TS19	2735321	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	32.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	32.0	0.0	0.0	-inf
Hymenobacter sp. S2-20-2	2761579	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	26.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	26.0	0.0	0.0	-inf
Adhaeribacter	299566	genus	0.0	0.0	-inf	1.0	0.0	56.0	0.0	0.0	-inf	1.0	0.0	47.0	0.0	0.0	-inf	1.0	0.0	56.0	0.0	0.0	-inf	1.0	0.0	47.0
Adhaeribacter radiodurans	2745197	species	0.0	0.0	-inf	1.0	1.0	56.0	0.0	0.0	-inf	1.0	1.0	47.0	0.0	0.0	-inf	1.0	1.0	56.0	0.0	0.0	-inf	1.0	1.0	47.0
Pontibacter	323449	genus	1.0	0.0	49.0	2.0	0.0	14.5	2.0	0.0	17.0	0.0	0.0	-inf	1.0	0.0	49.0	2.0	0.0	14.5	2.0	0.0	17.0	0.0	0.0	-inf
Pontibacter korlensis	400092	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	18.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	18.0	0.0	0.0	-inf
Pontibacter russatus	2694929	species	1.0	1.0	49.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	49.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pontibacter pudoricolor	2694930	species	0.0	0.0	-inf	2.0	2.0	14.5	1.0	1.0	16.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	14.5	1.0	1.0	16.0	0.0	0.0	-inf
Rufibacter	1379908	genus	0.0	0.0	-inf	6.0	0.0	49.833333333333336	6.0	1.0	44.0	4.0	1.0	39.25	0.0	0.0	-inf	6.0	0.0	49.833333333333336	6.0	1.0	44.0	4.0	1.0	39.25
Rufibacter tibetensis	512763	species	0.0	0.0	-inf	6.0	6.0	49.833333333333336	4.0	4.0	40.25	2.0	2.0	34.0	0.0	0.0	-inf	6.0	6.0	49.833333333333336	4.0	4.0	40.25	2.0	2.0	34.0
Rufibacter radiotolerans	1379910	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	52.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	52.0
unclassified Rufibacter	2639626	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	58.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	58.0	0.0	0.0	-inf
Rufibacter sp. DG15C	1379909	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	58.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	58.0	0.0	0.0	-inf
Fulvivirgaceae	2762286	family	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	8.0	0.0	35.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	8.0	0.0	35.5
Chryseolinea	1433993	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	8.0	0.0	35.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	8.0	0.0	35.5
Chryseolinea soli	2321403	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	8.0	8.0	35.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	8.0	8.0	35.5
Roseivirgaceae	2762306	family	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	55.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	55.0
Roseivirga	290180	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	55.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	55.0
Roseivirga pacifica	1267423	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	55.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	55.0
Bacteroidetes Order II. Incertae sedis	1100069	order	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	50.66666666666666	1.0	0.0	26.0	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	50.66666666666666	1.0	0.0	26.0
Rhodothermaceae	563843	family	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	50.66666666666666	1.0	0.0	26.0	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	50.66666666666666	1.0	0.0	26.0
Rhodothermus	29548	genus	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	50.66666666666666	1.0	0.0	26.0	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	50.66666666666666	1.0	0.0	26.0
Rhodothermus marinus	29549	species	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	50.66666666666666	1.0	0.0	26.0	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	50.66666666666666	1.0	0.0	26.0
Rhodothermus marinus DSM 4252	518766	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	26.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	26.0
Chitinophagia	1853228	class	1.0	0.0	12.0	16.0	0.0	32.0	9.0	0.0	39.0	12.0	0.0	36.583333333333336	1.0	0.0	12.0	16.0	0.0	32.0	9.0	0.0	39.0	12.0	0.0	36.583333333333336
Chitinophagales	1853229	order	1.0	0.0	12.0	16.0	0.0	32.0	9.0	0.0	39.0	12.0	0.0	36.583333333333336	1.0	0.0	12.0	16.0	0.0	32.0	9.0	0.0	39.0	12.0	0.0	36.583333333333336
Chitinophagaceae	563835	family	1.0	0.0	12.0	16.0	0.0	32.0	9.0	0.0	39.0	12.0	0.0	36.583333333333336	1.0	0.0	12.0	16.0	0.0	32.0	9.0	0.0	39.0	12.0	0.0	36.583333333333336
Chitinophaga	79328	genus	1.0	0.0	12.0	6.0	0.0	23.0	7.0	0.0	41.142857142857146	4.0	0.0	28.5	1.0	0.0	12.0	6.0	0.0	23.0	7.0	0.0	41.142857142857146	4.0	0.0	28.5
Chitinophaga pinensis	79329	species	0.0	0.0	-inf	1.0	1.0	23.0	4.0	3.0	40.25	2.0	2.0	31.0	0.0	0.0	-inf	1.0	1.0	23.0	4.0	3.0	40.25	2.0	2.0	31.0
Chitinophaga pinensis DSM 2588	485918	strain	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	51.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	51.0	0.0	0.0	-inf
Chitinophaga caeni	2029983	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	44.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	44.5	0.0	0.0	-inf
unclassified Chitinophaga	2619133	no_rank	1.0	0.0	12.0	5.0	0.0	23.0	1.0	0.0	38.0	2.0	0.0	26.0	1.0	0.0	12.0	5.0	0.0	23.0	1.0	0.0	38.0	2.0	0.0	26.0
Chitinophaga sp. MD30	2033437	species	0.0	0.0	-inf	1.0	1.0	50.0	0.0	0.0	-inf	1.0	1.0	36.0	0.0	0.0	-inf	1.0	1.0	50.0	0.0	0.0	-inf	1.0	1.0	36.0
Chitinophaga sp. XS-30	2604421	species	0.0	0.0	-inf	1.0	1.0	18.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	18.0	0.0	0.0	-inf	0.0	0.0	-inf
Chitinophaga sp. 1310	2725416	species	1.0	1.0	12.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	12.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Chitinophaga sp. KRA15-503	2829818	species	0.0	0.0	-inf	3.0	3.0	15.666666666666666	1.0	1.0	38.0	1.0	1.0	16.0	0.0	0.0	-inf	3.0	3.0	15.666666666666666	1.0	1.0	38.0	1.0	1.0	16.0
Niabella	379899	genus	0.0	0.0	-inf	1.0	0.0	24.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	24.0	0.0	0.0	-inf	0.0	0.0	-inf
Niabella soli	446683	species	0.0	0.0	-inf	1.0	0.0	24.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	24.0	0.0	0.0	-inf	0.0	0.0	-inf
Niabella soli DSM 19437	929713	strain	0.0	0.0	-inf	1.0	1.0	24.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	24.0	0.0	0.0	-inf	0.0	0.0	-inf
Flavisolibacter	398041	genus	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	23.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	23.0	0.0	0.0	-inf
Flavisolibacter tropicus	1492898	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	23.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	23.0	0.0	0.0	-inf
Arachidicoccus	1769012	genus	0.0	0.0	-inf	6.0	0.0	45.833333333333336	1.0	0.0	40.0	2.0	0.0	38.0	0.0	0.0	-inf	6.0	0.0	45.833333333333336	1.0	0.0	40.0	2.0	0.0	38.0
Arachidicoccus ginsenosidivorans	496057	species	0.0	0.0	-inf	5.0	5.0	51.4	0.0	0.0	-inf	1.0	1.0	45.0	0.0	0.0	-inf	5.0	5.0	51.4	0.0	0.0	-inf	1.0	1.0	45.0
Arachidicoccus soli	2341117	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	40.0	1.0	1.0	31.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	40.0	1.0	1.0	31.0
unclassified Arachidicoccus	2636138	no_rank	0.0	0.0	-inf	1.0	0.0	18.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	18.0	0.0	0.0	-inf	0.0	0.0	-inf
Arachidicoccus sp. BS20	1850526	species	0.0	0.0	-inf	1.0	1.0	18.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	18.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudobacter	1860196	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	57.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	0.0	57.0
Pseudobacter ginsenosidimutans	661488	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	57.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	57.0
Pseudocnuella	2812019	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	39.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	39.0
Pseudocnuella soli	2502779	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	39.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	39.0
Phnomibacter	2836216	genus	0.0	0.0	-inf	3.0	0.0	25.0	0.0	0.0	-inf	2.0	0.0	19.5	0.0	0.0	-inf	3.0	0.0	25.0	0.0	0.0	-inf	2.0	0.0	19.5
Phnomibacter ginsenosidimutans	2676868	species	0.0	0.0	-inf	3.0	3.0	25.0	0.0	0.0	-inf	2.0	2.0	19.5	0.0	0.0	-inf	3.0	3.0	25.0	0.0	0.0	-inf	2.0	2.0	19.5
Chlorobi	1090	phylum	2.0	0.0	32.5	2.0	0.0	33.5	0.0	0.0	-inf	13.0	0.0	50.46153846153846	2.0	0.0	32.5	2.0	0.0	33.5	0.0	0.0	-inf	13.0	0.0	50.46153846153846
Chlorobia	191410	class	2.0	0.0	32.5	2.0	0.0	33.5	0.0	0.0	-inf	13.0	0.0	50.46153846153846	2.0	0.0	32.5	2.0	0.0	33.5	0.0	0.0	-inf	13.0	0.0	50.46153846153846
Chlorobiales	191411	order	2.0	0.0	32.5	2.0	0.0	33.5	0.0	0.0	-inf	13.0	0.0	50.46153846153846	2.0	0.0	32.5	2.0	0.0	33.5	0.0	0.0	-inf	13.0	0.0	50.46153846153846
Chlorobiaceae	191412	family	2.0	0.0	32.5	2.0	0.0	33.5	0.0	0.0	-inf	13.0	1.0	50.46153846153846	2.0	0.0	32.5	2.0	0.0	33.5	0.0	0.0	-inf	13.0	1.0	50.46153846153846
Prosthecochloris	1101	genus	2.0	0.0	32.5	2.0	0.0	33.5	0.0	0.0	-inf	10.0	0.0	46.2	2.0	0.0	32.5	2.0	0.0	33.5	0.0	0.0	-inf	10.0	0.0	46.2
unclassified Prosthecochloris	2632826	no_rank	2.0	0.0	32.5	2.0	0.0	33.5	0.0	0.0	-inf	10.0	0.0	46.2	2.0	0.0	32.5	2.0	0.0	33.5	0.0	0.0	-inf	10.0	0.0	46.2
Prosthecochloris sp. HL-130-GSB	1974213	species	2.0	2.0	32.5	2.0	2.0	33.5	0.0	0.0	-inf	10.0	10.0	46.2	2.0	2.0	32.5	2.0	2.0	33.5	0.0	0.0	-inf	10.0	10.0	46.2
Chlorobium/Pelodictyon group	274493	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	64.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	64.5
Chlorobium	1091	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	83.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	83.0
Chlorobium phaeovibrioides	1094	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	83.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	83.0
Pelodictyon	1099	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	46.0
Pelodictyon luteolum	1100	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	46.0
